DBLP:journals/jco/CrescenziDP01	On Approximating a Scheduling Problem	Pierluigi Crescenzi and Xiaotie Deng and Christos H. Papadimitriou	2001

DBLP:journals/jcss/FeigenbaumPS01	Sharing the Cost of Multicast Transmissions	Joan Feigenbaum and Christos H. Papadimitriou and Scott Shenker	2001

DBLP:journals/tcs/BlondelBKPT01	Deciding stability and mortality of piecewise affine dynamical systems	Vincent D. Blondel and Olivier Bournez and Pascal Koiran and Christos H. Papadimitriou and John N. Tsitsiklis	2001

DBLP:conf/focs/Papadimitriou01	Game Theory and Mathematical Economics: A Theoretical Computer Scientists Introduction	Christos H. Papadimitriou	2001

DBLP:conf/hercma/Papadimitriou01	Algorithmic problems related to the Internet	Christos H. Papadimitriou	2001

DBLP:conf/icalp/Papadimitriou01	Algorithms, Games, and the Internet	Christos H. Papadimitriou	2001

